Year,Snowline_elev
2000.0,2324.8482942611968
2001.0,2532.822685912349
2002.0,2315.7196950567027
2003.0,2453.221025353663
2004.0,2271.7294420251114
2005.0,2329.231309812489
2006.0,2420.3398459219457
2007.0,2343.3262130281605
2008.0,2360.437174470089
2009.0,2372.1832675353044
2010.0,2356.639155479023
2011.0,2362.48322791946
2012.0,2522.5281473425316
2013.0,2482.246631773283
2014.0,2364.9662640316915
2015.0,2516.4883039762485
2016.0,2442.9876194657722
2017.0,2347.6074427235626
2018.0,2505.032434950501
2019.0,2653.4293945622276
2020.0,2513.8981519301333
2021.0,2601.215127127538
2022.0,2407.0700641239087
2023.0,2629.7593992328207
2024.0,2378.369396763389
