Date,Snowline_elev
2000-02-01,4896.720265441552
2000-03-01,4980.462978164505
2000-04-01,5121.212121212122
2000-05-01,4301.722489686596
2000-06-01,4261.626308900523
2000-07-01,4357.826555902332
2000-08-01,4970.078462487877
2000-09-01,5449.058983313931
2000-10-01,3500.0
2000-11-01,
2000-12-01,
2001-01-01,4791.330398225695
2001-02-01,4782.266545148626
2001-03-01,4599.010934168141
2001-04-01,4782.763707892796
2001-05-01,4550.945318830261
2001-06-01,4771.41255020604
2001-07-01,4971.044054252968
2001-08-01,4695.459784059201
2001-09-01,4599.422323086447
2001-10-01,4782.025071286383
2001-11-01,5139.309428950864
2001-12-01,4865.436835891382
2002-01-01,
2002-02-01,5024.273483164568
2002-03-01,4887.835888983724
2002-04-01,4441.398321012405
2002-05-01,4231.27076319781
2002-06-01,4405.969447902327
2002-07-01,4436.252669001714
2002-08-01,4306.9547611358175
2002-09-01,4470.455703368242
2002-10-01,4614.225371943492
2002-11-01,5131.282202267041
2002-12-01,5529.154929577465
2003-01-01,
2003-02-01,4898.766513393182
2003-03-01,5493.166112106475
2003-04-01,5741.049999999999
2003-05-01,4335.316476292753
2003-06-01,4493.012400724537
2003-07-01,4510.017783046827
2003-08-01,4507.534117647059
2003-09-01,4990.575736806031
2003-10-01,4219.529277628471
2003-11-01,3600.0
2003-12-01,
2004-01-01,5282.074805928017
2004-02-01,4996.042770537973
2004-03-01,
2004-04-01,5436.052740008241
2004-05-01,3536.6666666666665
2004-06-01,4300.0
2004-07-01,4332.454905728354
2004-08-01,4355.592186215833
2004-09-01,4591.354284297794
2004-10-01,4907.38768718802
2004-11-01,5230.766298131911
2004-12-01,
2005-01-01,4930.993049829191
2005-02-01,4959.918560225218
2005-03-01,5061.8558698178995
2005-04-01,4304.72087122013
2005-05-01,4091.7723597910513
2005-06-01,4634.056269282128
2005-07-01,4801.026485869978
2005-08-01,5523.222601676498
2005-09-01,4373.258569423271
2005-10-01,4177.090671458911
2005-11-01,4334.949927568182
2005-12-01,5390.011402508552
2006-01-01,4801.255796537918
2006-02-01,4676.620235797502
2006-03-01,5070.339875538534
2006-04-01,4461.813849417372
2006-05-01,4527.196733227861
2006-06-01,4227.58927974692
2006-07-01,4265.742224186509
2006-08-01,4307.846008190585
2006-09-01,4302.883983632068
2006-10-01,5270.289449112977
2006-11-01,
2006-12-01,4300.0
2007-01-01,4658.577564145358
2007-02-01,4575.941978056304
2007-03-01,5473.58587151267
2007-04-01,4300.0
2007-05-01,4790.101204107261
2007-06-01,4374.088316121526
2007-07-01,4268.844663881504
2007-08-01,4174.4120650118
2007-09-01,4837.142527009069
2007-10-01,5479.679144385026
2007-11-01,
2007-12-01,
2008-01-01,4989.553949663593
2008-02-01,4940.907379518071
2008-03-01,5137.160717223228
2008-04-01,5179.256043581887
2008-05-01,5721.961378265809
2008-06-01,4343.691219558031
2008-07-01,4264.371864145119
2008-08-01,4200.0
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,5114.6222410865885
2009-02-01,5428.51110416015
2009-03-01,4774.978940789652
2009-04-01,5200.46204620462
2009-05-01,3558.823529411765
2009-06-01,4324.2990654205605
2009-07-01,4045.314199202509
2009-08-01,5116.996388334861
2009-09-01,5565.137614678899
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,3500.0
2010-05-01,4381.623307543519
2010-06-01,4761.942151146008
2010-07-01,4700.0
2010-08-01,
2010-09-01,
2010-10-01,4893.479305374425
2010-11-01,
2010-12-01,
2011-01-01,5066.700302724521
2011-02-01,4797.919348331444
2011-03-01,4968.918122913803
2011-04-01,4890.292995198817
2011-05-01,4926.039016115352
2011-06-01,4485.026503610335
2011-07-01,4387.354645394293
2011-08-01,4385.110414752591
2011-09-01,4153.5484183500475
2011-10-01,4541.255679471294
2011-11-01,5311.19208745445
2011-12-01,5337.7469990766385
2012-01-01,4770.570736587161
2012-02-01,4499.492066157332
2012-03-01,4710.314648885184
2012-04-01,4330.524160790301
2012-05-01,4755.520559930009
2012-06-01,4353.749387194823
2012-07-01,4323.186630044075
2012-08-01,4433.712058384475
2012-09-01,4815.406847487772
2012-10-01,4887.6621948537495
2012-11-01,5372.065813528337
2012-12-01,3526.086956521739
2013-01-01,4999.1091427407855
2013-02-01,4761.386531466991
2013-03-01,5379.642945697991
2013-04-01,
2013-05-01,4223.722854332492
2013-06-01,4182.514130181578
2013-07-01,4266.847822587395
2013-08-01,4399.150602977604
2013-09-01,4251.007200513305
2013-10-01,4442.940598796364
2013-11-01,4897.113175506942
2013-12-01,5371.876815804765
2014-01-01,4790.34276320632
2014-02-01,5142.201969719241
2014-03-01,5111.0768835836225
2014-04-01,4880.865573770492
2014-05-01,4349.450848024411
2014-06-01,4192.8338054963915
2014-07-01,4217.60927384955
2014-08-01,4776.000912512832
2014-09-01,4190.703575020571
2014-10-01,5107.312761170042
2014-11-01,
2014-12-01,3500.0
2015-01-01,5378.24
2015-02-01,4593.030007934791
2015-03-01,4325.766369268162
2015-04-01,4322.876745767441
2015-05-01,4385.259568322234
2015-06-01,4359.688742474156
2015-07-01,4459.496173796928
2015-08-01,4244.188079856222
2015-09-01,4544.899031933069
2015-10-01,4406.88235061181
2015-11-01,4553.030051469369
2015-12-01,4815.252293577982
2016-01-01,5077.001432436734
2016-02-01,5245.79239641179
2016-03-01,5251.929706550071
2016-04-01,4461.0305343511445
2016-05-01,4776.26738794436
2016-06-01,5338.001359619305
2016-07-01,4499.797714657259
2016-08-01,5319.362685477987
2016-09-01,
2016-10-01,
2016-11-01,
2016-12-01,
2017-01-01,4894.737865966345
2017-02-01,4552.0644349033155
2017-03-01,4801.317185518723
2017-04-01,4218.432037159087
2017-05-01,4404.043277700654
2017-06-01,4408.0348747756225
2017-07-01,4391.865969536032
2017-08-01,4266.890696042231
2017-09-01,4216.899504281208
2017-10-01,4549.122413251334
2017-11-01,4878.108978180518
2017-12-01,5332.463952502121
2018-01-01,5207.495107632093
2018-02-01,4412.843059490085
2018-03-01,4750.86852506761
2018-04-01,4828.788962698007
2018-05-01,5196.067322112981
2018-06-01,4282.5802358605215
2018-07-01,4365.809811398009
2018-08-01,4267.208360970801
2018-09-01,4341.87433082107
2018-10-01,4549.1695422130215
2018-11-01,5062.888122227699
2018-12-01,4300.0
2019-01-01,
2019-02-01,4441.065119667872
2019-03-01,4917.041150137741
2019-04-01,4667.1870815703505
2019-05-01,4731.629339771875
2019-06-01,4291.630226386225
2019-07-01,4373.462819930337
2019-08-01,5011.493212669683
2019-09-01,4401.458627557485
2019-10-01,4777.016934890082
2019-11-01,5493.719676549866
2019-12-01,3534.4827586206898
2020-01-01,4777.384330108798
2020-02-01,4950.120554550933
2020-03-01,4809.924334879181
2020-04-01,5021.771340114992
2020-05-01,5167.283416911637
2020-06-01,4474.8003856699515
2020-07-01,5336.492087415222
2020-08-01,4446.563132610207
2020-09-01,4333.400097001922
2020-10-01,4364.618402733832
2020-11-01,4947.8978978978985
2020-12-01,5395.432513049964
2021-01-01,4937.1463455709
2021-02-01,5364.6151321188245
2021-03-01,4829.703063777557
2021-04-01,5413.131084446457
2021-05-01,4186.849907157457
2021-06-01,4325.938943221949
2021-07-01,4333.470331703449
2021-08-01,4235.2668518404935
2021-09-01,5120.49669915121
2021-10-01,5325.288197621227
2021-11-01,
2021-12-01,5115.641738422944
2022-01-01,4818.072003789672
2022-02-01,5256.038095238095
2022-03-01,4749.005746971374
2022-04-01,4437.534298419907
2022-05-01,
2022-06-01,4335.518371284575
2022-07-01,4199.435403520425
2022-08-01,4969.616677874916
2022-09-01,5475.283236994221
2022-10-01,
2022-11-01,
2022-12-01,5277.975878342947
2023-01-01,5317.4622356495465
2023-02-01,4621.798581110538
2023-03-01,4893.025551463609
2023-04-01,4938.046425500959
2023-05-01,4976.853115052297
2023-06-01,5119.4697462589465
2023-07-01,5507.444561774024
2023-08-01,4321.848739495798
2023-09-01,
2023-10-01,
2023-11-01,5121.168771876427
2023-12-01,
2024-01-01,5617.329737019556
2024-02-01,4841.89025940997
2024-03-01,4829.850643303095
2024-04-01,4406.824129369924
2024-05-01,4551.471998819449
2024-06-01,4986.966117097234
2024-07-01,5311.531531531532
2024-08-01,5376.0821716801165
2024-09-01,3500.0
2024-10-01,4390.598073998986
2024-11-01,
2024-12-01,
2025-01-01,
2025-02-01,4909.738932367715
2025-03-01,4886.2960619958885
2025-04-01,4892.275660383356
2025-05-01,5170.5649717514125
